Run,Alias,AssayType,AvgSpotLen,Bases,BioProject,BioSample,Bytes,CenterName,Collection_Date,Consent,DATASTOREfiletype,DATASTOREprovider,DATASTOREregion,ENA_checklist,ENA-FIRST-PUBLICrun,ENA-LAST-UPDATErun,environment_biome,environment_feature,environment_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_country_and/or_sea,geographic_location_country_sea_region,geographic_location_latitude,geographic_location_longitude,human_gut_environmental_package,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,LibraryName,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,SampleName,Sample_Name,Sequencing_method,SRA_accession,SRAStudy,Title
ERR1190583,RSZAXPI001859-113,WGS,197,5475322136,PRJEB12123,SAMEA3708509,3956258959,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1263958,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:04Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001859-113,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708509,ERS1015658,Illumina,ERS1015658,ERP013562,Stool sample from China
ERR1190584,RSZAXPI001860-129,WGS,197,4477993449,PRJEB12123,SAMEA3708510,3151759497,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1263959,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:04Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001860-129,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708510,ERS1015659,Illumina,ERS1015659,ERP013562,Stool sample from China
ERR1190585,RSZAXPI001861-133,WGS,198,4671038449,PRJEB12123,SAMEA3708511,3271951028,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1263960,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:43Z,2016-10-21T09:37:02Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001861-133,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708511,ERS1015660,Illumina,ERS1015660,ERP013562,Stool sample from China
ERR1190586,RSZAXPI001862-140,WGS,198,4302631592,PRJEB12123,SAMEA3708512,3004530830,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1263961,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:43Z,2016-10-21T09:37:02Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001862-140,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708512,ERS1015661,Illumina,ERS1015661,ERP013562,Stool sample from China
ERR1190587,RSZAXPI001863-142,WGS,198,4347303072,PRJEB12123,SAMEA3708513,3074138936,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1263962,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:43Z,2016-10-21T09:37:02Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001863-142,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708513,ERS1015662,Illumina,ERS1015662,ERP013562,Stool sample from China
ERR1190588,RSZAXPI001864-158,WGS,198,4742370379,PRJEB12123,SAMEA3708514,3357743557,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1263963,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:04Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001864-158,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708514,ERS1015663,Illumina,ERS1015663,ERP013562,Stool sample from China
ERR1190589,RSZAXPI001865-169,WGS,197,4852755803,PRJEB12123,SAMEA3708515,3450243482,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1263964,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:03Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001865-169,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708515,ERS1015664,Illumina,ERS1015664,ERP013562,Stool sample from China
ERR1190590,RSZAXPI001866-13,WGS,197,4336786556,PRJEB12123,SAMEA3708516,3138531382,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1263965,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:03Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001866-13,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708516,ERS1015665,Illumina,ERS1015665,ERP013562,Stool sample from China
ERR1190591,RSZAXPI001867-14,WGS,197,4228604140,PRJEB12123,SAMEA3708517,3047988624,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1263966,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:03Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001867-14,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708517,ERS1015666,Illumina,ERS1015666,ERP013562,Stool sample from China
ERR1190592,RSZAXPI001868-15,WGS,197,4641282828,PRJEB12123,SAMEA3708518,3406412393,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1263967,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:03Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001868-15,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708518,ERS1015667,Illumina,ERS1015667,ERP013562,Stool sample from China
ERR1190593,RSZAXPI001869-16,WGS,197,5468051361,PRJEB12123,SAMEA3708519,3940443422,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1263968,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:04Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001869-16,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708519,ERS1015668,Illumina,ERS1015668,ERP013562,Stool sample from China
ERR1190594,RSZAXPI001870-17,WGS,197,5221996915,PRJEB12123,SAMEA3708520,3790959932,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1263969,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:43Z,2016-10-21T09:37:02Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001870-17,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708520,ERS1015669,Illumina,ERS1015669,ERP013562,Stool sample from China
ERR1190595,RSZAXPI001871-18,WGS,197,5147766956,PRJEB12123,SAMEA3708521,3716939997,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1263970,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:43Z,2016-10-21T09:37:02Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001871-18,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708521,ERS1015670,Illumina,ERS1015670,ERP013562,Stool sample from China
ERR1190596,RSZAXPI001872-19,WGS,197,6043329024,PRJEB12123,SAMEA3708522,4549205930,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1263971,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:04Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001872-19,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708522,ERS1015671,Illumina,ERS1015671,ERP013562,Stool sample from China
ERR1190597,RSZAXPI001873-20,WGS,197,5328986971,PRJEB12123,SAMEA3708523,3939966490,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1263972,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:03Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001873-20,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708523,ERS1015672,Illumina,ERS1015672,ERP013562,Stool sample from China
ERR1190607,RSZAXPI001884-34,WGS,197,4856939572,PRJEB12123,SAMEA3708533,3511903613,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1263982,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:04Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001884-34,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708533,ERS1015682,Illumina,ERS1015682,ERP013562,Stool sample from China
ERR1190608,RSZAXPI001885-35,WGS,197,5625562603,PRJEB12123,SAMEA3708534,4162750042,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1263983,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:04Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001885-35,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708534,ERS1015683,Illumina,ERS1015683,ERP013562,Stool sample from China
ERR1190609,RSZAXPI001886-37,WGS,197,5329743185,PRJEB12123,SAMEA3708535,3927558651,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1263984,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:43Z,2016-10-21T09:37:02Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001886-37,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708535,ERS1015684,Illumina,ERS1015684,ERP013562,Stool sample from China
ERR1190610,RSZAXPI001887-39,WGS,197,4943468511,PRJEB12123,SAMEA3708536,3671983988,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1263985,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:43Z,2016-10-21T09:37:02Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001887-39,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708536,ERS1015685,Illumina,ERS1015685,ERP013562,Stool sample from China
ERR1190611,RSZAXPI001888-41,WGS,197,5025524154,PRJEB12123,SAMEA3708537,3728019504,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1263986,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:43Z,2016-10-21T09:37:02Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001888-41,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708537,ERS1015686,Illumina,ERS1015686,ERP013562,Stool sample from China
ERR1190612,RSZAXPI001889-43,WGS,196,5074302627,PRJEB12123,SAMEA3708538,3771437542,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1263987,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:04Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001889-43,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708538,ERS1015687,Illumina,ERS1015687,ERP013562,Stool sample from China
ERR1190613,RSZAXPI001890-45,WGS,197,5071893044,PRJEB12123,SAMEA3708539,3735570738,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1263988,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:04Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001890-45,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708539,ERS1015688,Illumina,ERS1015688,ERP013562,Stool sample from China
ERR1190614,RSZAXPI001892-47,WGS,197,5696348452,PRJEB12123,SAMEA3708540,4138974192,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1263989,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:43Z,2016-10-21T09:37:02Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001892-47,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708540,ERS1015689,Illumina,ERS1015689,ERP013562,Stool sample from China
ERR1190615,RSZAXPI001893-50,WGS,197,5303767107,PRJEB12123,SAMEA3708541,3942922283,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1263990,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:43Z,2016-10-21T09:37:02Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001893-50,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708541,ERS1015690,Illumina,ERS1015690,ERP013562,Stool sample from China
ERR1190616,RSZAXPI001894-56,WGS,197,5442385954,PRJEB12123,SAMEA3708542,4003059206,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1263991,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:04Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001894-56,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708542,ERS1015691,Illumina,ERS1015691,ERP013562,Stool sample from China
ERR1190617,RSZAXPI001895-57,WGS,197,6281634981,PRJEB12123,SAMEA3708543,4669063714,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1263992,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:03Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001895-57,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708543,ERS1015692,Illumina,ERS1015692,ERP013562,Stool sample from China
ERR1190625,RSZAXPI001904-94,WGS,197,6229623896,PRJEB12123,SAMEA3708551,4671497055,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264000,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:04Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001904-94,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708551,ERS1015700,Illumina,ERS1015700,ERP013562,Stool sample from China
ERR1190626,RSZAXPI001905-95,WGS,196,6226190419,PRJEB12123,SAMEA3708552,4664622945,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264001,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:04Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001905-95,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708552,ERS1015701,Illumina,ERS1015701,ERP013562,Stool sample from China
ERR1190627,RSZAXPI001906-96,WGS,197,4535276473,PRJEB12123,SAMEA3708553,3247006199,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264002,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:43Z,2016-10-21T09:37:02Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001906-96,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708553,ERS1015702,Illumina,ERS1015702,ERP013562,Stool sample from China
ERR1190628,RSZAXPI001907-97,WGS,196,4867624339,PRJEB12123,SAMEA3708554,3674673788,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264003,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:43Z,2016-10-21T09:37:02Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001907-97,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708554,ERS1015703,Illumina,ERS1015703,ERP013562,Stool sample from China
ERR1190629,RSZAXPI001908-98,WGS,197,5650522910,PRJEB12123,SAMEA3708555,4226194114,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264004,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:43Z,2016-10-21T09:37:02Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001908-98,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708555,ERS1015704,Illumina,ERS1015704,ERP013562,Stool sample from China
ERR1190630,RSZAXPI001909-99,WGS,198,5477829548,PRJEB12123,SAMEA3708556,3930339564,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264005,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:04Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001909-99,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708556,ERS1015705,Illumina,ERS1015705,ERP013562,Stool sample from China
ERR1190631,RSZAXPI001910-100,WGS,197,4719439237,PRJEB12123,SAMEA3708557,3389535178,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264006,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:43Z,2016-10-21T09:37:02Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001910-100,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708557,ERS1015706,Illumina,ERS1015706,ERP013562,Stool sample from China
ERR1190632,RSZAXPI001911-101,WGS,197,4283799677,PRJEB12123,SAMEA3708558,3084058582,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264007,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:44Z,2016-10-21T09:37:04Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001911-101,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708558,ERS1015707,Illumina,ERS1015707,ERP013562,Stool sample from China
ERR1190633,RSZAXPI001912-102,WGS,198,5426843562,PRJEB12123,SAMEA3708559,3877412179,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264008,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:43Z,2016-10-21T09:37:02Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001912-102,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708559,ERS1015708,Illumina,ERS1015708,ERP013562,Stool sample from China
ERR1190634,RSZAXPI001913-104,WGS,197,5483879017,PRJEB12123,SAMEA3708560,3943297281,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264009,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:43Z,2016-10-21T09:37:02Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001913-104,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708560,ERS1015709,Illumina,ERS1015709,ERP013562,Stool sample from China
ERR1190635,RSZAXPI001914-105,WGS,197,4622299790,PRJEB12123,SAMEA3708561,3335150751,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264010,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:43Z,2016-10-21T09:37:02Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001914-105,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708561,ERS1015710,Illumina,ERS1015710,ERP013562,Stool sample from China
ERR1190636,RSZAXPI001915-106,WGS,198,3898645501,PRJEB12123,SAMEA3708562,2757699636,BEIJING GENOME INSTITUTE,2014,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-05-31,2018-11-16,human gut,human-associated habitat,faeces,ERX1264011,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-05-31T17:01:43Z,2016-10-21T09:37:02Z,public,Illumina HiSeq 2500,metagenome,RSZAXPI001915-106,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-06-01T00:00:00Z,SAMEA3708562,ERS1015711,Illumina,ERS1015711,ERP013562,Stool sample from China
